Núm. venta,Fecha,Patrón,Categoría,Dificultad,Tamaño,Núm. ovillos,Precio (€),Precio venta patrón (€),País,Sexo,Edad
802,27/11/2024,Cupido,Amor,Alta,Mediano,6,16.03,5.0,Argentina,Hombre,69
803,23/03/2024,Oso panda,Llavero,Baja,Pequeño,2,29.39,3.5,Guatemala,Hombre,51
804,27/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,8.69,5.0,Uruguay,Hombre,36
805,13/04/2024,Oso panda,Llavero,Baja,Pequeño,2,37.35,3.5,El Salvador,Mujer,46
806,16/06/2024,Oso panda,Llavero,Baja,Pequeño,2,40.32,3.5,Paraguay,Mujer,66
807,03/10/2024,Oso navideño,Navidad,Media,Mediano,4,26.0,5.0,Colombia,Mujer,35
808,16/05/2024,Gnomo,Otoño,Media,Mediano,5,11.37,5.0,Ecuador,Mujer,69
809,06/10/2024,Rana,Llavero,Baja,Pequeño,1,6.85,3.5,Ecuador,Hombre,43
810,03/05/2024,Oso navideño,Navidad,Media,Mediano,4,44.47,5.0,Chile,Mujer,18
811,08/09/2024,Oso navideño,Navidad,Media,Mediano,4,16.71,5.0,México,Hombre,53
812,28/02/2024,Oso panda,Llavero,Baja,Pequeño,2,15.77,3.5,Paraguay,Mujer,45
813,08/02/2024,Gnomo,Otoño,Media,Mediano,5,46.34,5.0,Portugal,Hombre,50
814,18/04/2024,Oso panda,Llavero,Baja,Pequeño,2,40.82,3.5,Honduras,Mujer,61
815,11/07/2024,Oso corazón,Amor,Media,Mediano,4,38.7,5.0,Venezuela,Mujer,67
816,22/03/2024,Gnomo,Otoño,Media,Mediano,5,47.26,5.0,República Dominicana,Mujer,50
817,08/12/2024,Oso panda,Llavero,Baja,Pequeño,2,15.71,3.5,México,Hombre,23
818,23/04/2024,Oso navideño,Navidad,Media,Mediano,4,42.69,5.0,España,Mujer,28
819,27/03/2024,Oso panda,Llavero,Baja,Pequeño,2,37.73,3.5,Perú,Mujer,34
820,22/07/2024,Oso corazón,Amor,Media,Mediano,4,11.37,5.0,Suecia,Hombre,55
821,26/04/2024,Oso corazón,Amor,Media,Mediano,4,38.66,5.0,Argentina,Mujer,48
822,18/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,21.61,5.0,Ecuador,Mujer,62
823,16/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,11.45,5.0,Cuba,Mujer,34
824,22/11/2024,Oso corazón,Amor,Media,Mediano,4,41.61,5.0,Paraguay,Hombre,56
825,13/03/2024,Oso panda,Llavero,Baja,Pequeño,2,24.92,3.5,Chile,Hombre,47
826,28/05/2024,Oso navideño,Navidad,Media,Mediano,4,23.9,5.0,Colombia,Mujer,58
827,11/12/2024,Oso panda,Llavero,Baja,Pequeño,2,6.1,3.5,Paraguay,Mujer,22
828,07/03/2024,Oso corazón,Amor,Media,Mediano,4,7.06,5.0,Costa Rica,Mujer,21
829,27/12/2024,Oso navideño,Navidad,Media,Mediano,4,20.86,5.0,Bolivia,Mujer,68
830,11/12/2024,Cupido,Amor,Alta,Mediano,6,7.35,5.0,Egipto,Mujer,27
831,01/12/2024,Oso panda,Llavero,Baja,Pequeño,2,14.44,3.5,Canadá,Mujer,18
832,10/02/2024,Oso navideño,Navidad,Media,Mediano,4,15.6,5.0,Costa Rica,Mujer,69
833,22/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,11.5,5.0,Cuba,Hombre,26
834,09/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,28.81,5.0,Costa Rica,Mujer,28
835,11/09/2024,Oso navideño,Navidad,Media,Mediano,4,47.72,5.0,Bolivia,Mujer,67
836,15/03/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,17.25,5.0,Estados Unidos,Mujer,45
837,25/09/2024,Oso corazón,Amor,Media,Mediano,4,23.93,5.0,Ecuador,Mujer,55
838,20/03/2024,Oso panda,Llavero,Baja,Pequeño,2,15.62,3.5,Honduras,Mujer,35
839,09/10/2024,Oso navideño,Navidad,Media,Mediano,4,15.05,5.0,Venezuela,Hombre,69
840,22/12/2024,Oso navideño,Navidad,Media,Mediano,4,43.27,5.0,Nicaragua,Mujer,43
841,05/10/2024,Oso panda,Llavero,Baja,Pequeño,2,7.66,3.5,Nicaragua,Mujer,42
842,14/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,5.94,5.0,Chile,Mujer,41
843,15/08/2024,Oso corazón,Amor,Media,Mediano,4,46.8,5.0,Cuba,Mujer,29
844,12/04/2024,Papa Noel,Navidad,Alta,Grande,7,15.15,7.5,Argentina,Mujer,47
845,09/07/2024,Oso navideño,Navidad,Media,Mediano,4,8.89,5.0,Venezuela,Mujer,52
846,19/09/2024,Oso panda,Llavero,Baja,Pequeño,2,41.65,3.5,Uruguay,Mujer,22
847,03/12/2024,Oso panda,Llavero,Baja,Pequeño,2,20.46,3.5,Panamá,Mujer,64
848,22/04/2024,Rana,Llavero,Baja,Pequeño,1,44.78,3.5,Suecia,Hombre,65
849,15/05/2024,Oso navideño,Navidad,Media,Mediano,4,16.85,5.0,Cuba,Hombre,67
850,26/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,10.97,5.0,Francia,Mujer,52
851,25/06/2024,Oso navideño,Navidad,Media,Mediano,4,27.92,5.0,España,Mujer,48
852,22/04/2024,Oso navideño,Navidad,Media,Mediano,4,23.22,5.0,México,Mujer,40
853,25/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,12.95,5.0,Argentina,Mujer,57
854,12/01/2024,Oso navideño,Navidad,Media,Mediano,4,22.56,5.0,Venezuela,Mujer,46
855,22/05/2024,Oso corazón,Amor,Media,Mediano,4,38.2,5.0,Bolivia,Hombre,45
856,01/02/2024,Oso panda,Llavero,Baja,Pequeño,2,32.12,3.5,Costa Rica,Hombre,51
857,27/07/2024,Oso panda,Llavero,Baja,Pequeño,2,7.91,3.5,España,Hombre,55
858,15/09/2024,Oso panda,Llavero,Baja,Pequeño,2,28.69,3.5,México,Hombre,64
859,07/05/2024,Papa Noel,Navidad,Alta,Grande,7,18.94,7.5,Ecuador,Hombre,58
860,08/12/2024,Oso corazón,Amor,Media,Mediano,4,21.29,5.0,Argentina,Mujer,18
861,24/01/2024,Oso navideño,Navidad,Media,Mediano,4,19.77,5.0,Venezuela,Hombre,26
862,18/04/2024,Oso corazón,Amor,Media,Mediano,4,37.44,5.0,Reino Unido,Mujer,43
863,17/08/2024,Oso panda,Llavero,Baja,Pequeño,2,36.3,3.5,Ecuador,Mujer,31
864,08/06/2024,Oso corazón,Amor,Media,Mediano,4,48.47,5.0,El Salvador,Mujer,29
865,11/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,24.97,5.0,Chile,Mujer,55
866,11/08/2024,Oso corazón,Amor,Media,Mediano,4,25.71,5.0,Honduras,Mujer,34
867,11/01/2024,Oso navideño,Navidad,Media,Mediano,4,46.22,5.0,China,Hombre,68
868,14/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.59,5.0,Costa Rica,Mujer,59
869,07/03/2024,Oso panda,Llavero,Baja,Pequeño,2,13.06,3.5,Bolivia,Mujer,68
870,04/12/2024,Rana,Llavero,Baja,Pequeño,1,20.8,3.5,Paraguay,Mujer,62
871,19/03/2024,Oso panda,Llavero,Baja,Pequeño,2,13.65,3.5,Costa Rica,Mujer,52
872,22/05/2024,Oso panda,Llavero,Baja,Pequeño,2,17.01,3.5,Costa Rica,Hombre,
873,06/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,39.15,5.0,Venezuela,Hombre,65
874,09/08/2024,Rana,Llavero,Baja,Pequeño,1,17.49,3.5,Bolivia,Mujer,46
875,21/03/2024,Oso navideño,Navidad,Media,Mediano,4,22.99,5.0,México,Mujer,48
876,02/05/2024,Oso navideño,Navidad,Media,Mediano,4,46.03,5.0,Uruguay,Mujer,63
877,22/04/2024,Gnomo,Otoño,Media,Mediano,5,27.39,5.0,Colombia,Mujer,37
878,24/09/2024,Oso panda,Llavero,Baja,Pequeño,2,46.48,3.5,Venezuela,Mujer,63
879,04/11/2024,Gnomo,Otoño,Media,Mediano,5,15.48,5.0,República Dominicana,Mujer,53
880,10/05/2024,Oso navideño,Navidad,Media,Mediano,4,42.03,5.0,Nicaragua,Hombre,45
881,05/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,26.42,5.0,Cuba,Hombre,29
882,21/04/2024,Oso panda,Llavero,Baja,Pequeño,2,29.82,3.5,Alemania,Mujer,61
883,22/05/2024,Oso panda,Llavero,Baja,Pequeño,2,16.44,3.5,Colombia,Mujer,
884,08/11/2024,Rana,Llavero,Baja,Pequeño,1,48.9,3.5,El Salvador,Mujer,25
885,13/06/2024,Gnomo,Otoño,Media,Mediano,5,42.72,5.0,Venezuela,Mujer,55
886,04/02/2024,Oso navideño,Navidad,Media,Mediano,4,48.15,5.0,Paraguay,Mujer,68
887,09/11/2024,Oso navideño,Navidad,Media,Mediano,4,40.5,5.0,Ecuador,Mujer,22
888,15/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,22.49,5.0,Perú,Hombre,35
889,03/06/2024,Oso navideño,Navidad,Media,Mediano,4,32.8,5.0,Uruguay,Hombre,44
890,02/05/2024,Oso corazón,Amor,Media,Mediano,4,21.18,5.0,Argentina,Mujer,41
891,12/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,8.17,5.0,Guatemala,Mujer,58
892,01/03/2024,Oso corazón,Amor,Media,Mediano,4,24.17,5.0,Perú,Hombre,43
893,25/12/2024,Oso navideño,Navidad,Media,Mediano,4,16.79,5.0,Brasil,Hombre,46
894,14/08/2024,Oso panda,Llavero,Baja,Pequeño,2,8.2,3.5,Ecuador,Hombre,38
895,21/05/2024,Gnomo,Otoño,Media,Mediano,5,7.82,5.0,Guatemala,Mujer,68
896,14/03/2024,Cupido,Amor,Alta,Mediano,6,33.36,5.0,Panamá,Hombre,19
897,10/06/2024,Oso navideño,Navidad,Media,Mediano,4,15.65,5.0,Portugal,Hombre,21
898,28/06/2024,Rana,Llavero,Baja,Pequeño,1,41.74,3.5,El Salvador,Mujer,46
899,17/05/2024,Oso corazón,Amor,Media,Mediano,4,25.8,5.0,República Dominicana,Mujer,27
900,09/02/2024,Oso navideño,Navidad,Media,Mediano,4,32.18,5.0,Colombia,Hombre,52
901,27/02/2024,Oso corazón,Amor,Media,Mediano,4,7.75,5.0,Perú,Hombre,49
902,12/05/2024,Oso navideño,Navidad,Media,Mediano,4,19.45,5.0,España,Mujer,65
903,20/04/2024,Oso corazón,Amor,Media,Mediano,4,31.14,5.0,Uruguay,Hombre,22
904,17/11/2024,Oso corazón,Amor,Media,Mediano,4,43.78,5.0,Uruguay,Mujer,61
905,06/03/2024,Oso panda,Llavero,Baja,Pequeño,2,32.43,3.5,Venezuela,Mujer,37
906,11/10/2024,Oso corazón,Amor,Media,Mediano,4,5.8,5.0,México,Hombre,48
907,19/04/2024,Oso navideño,Navidad,Media,Mediano,4,7.67,5.0,Venezuela,Mujer,28
908,27/09/2024,Oso navideño,Navidad,Media,Mediano,4,22.24,5.0,Guatemala,Mujer,53
909,28/04/2024,Oso navideño,Navidad,Media,Mediano,4,43.08,5.0,Bolivia,Mujer,60
910,09/07/2024,Oso panda,Llavero,Baja,Pequeño,2,34.21,3.5,Cuba,Mujer,22
911,06/01/2024,Oso panda,Llavero,Baja,Pequeño,2,40.3,3.5,Turquía,Hombre,69
912,12/03/2024,Oso corazón,Amor,Media,Mediano,4,33.15,5.0,Paraguay,Hombre,??
913,19/07/2024,Gnomo,Otoño,Media,Mediano,5,29.31,5.0,Uruguay,Mujer,31
914,20/11/2024,Oso corazón,Amor,Media,Mediano,4,22.53,5.0,Perú,Mujer,22
915,11/01/2024,Oso panda,Llavero,Baja,Pequeño,2,36.91,3.5,Alemania,Mujer,46
916,08/02/2024,Oso panda,Llavero,Baja,Pequeño,2,30.94,3.5,Cuba,Mujer,66
917,28/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,10.7,5.0,Guatemala,Hombre,43
918,15/03/2024,Oso panda,Llavero,Baja,Pequeño,2,5.37,3.5,Nicaragua,Mujer,55
919,23/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,36.55,5.0,Alemania,Hombre,67
920,23/03/2024,Oso corazón,Amor,Media,Mediano,4,21.13,5.0,Honduras,Mujer,62
921,10/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,40.41,5.0,Italia,Mujer,19
922,07/04/2024,Rana,Llavero,Baja,Pequeño,1,34.49,3.5,República Dominicana,Mujer,34
923,23/11/2024,Cupido,Amor,Alta,Mediano,6,40.5,5.0,Estados Unidos,Mujer,39
924,18/04/2024,Oso corazón,Amor,Media,Mediano,4,16.94,5.0,Sudáfrica,Hombre,65
925,14/06/2024,Papa Noel,Navidad,Alta,Grande,7,26.38,7.5,Ecuador,Hombre,48
926,11/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,19.02,5.0,Ecuador,Hombre,59
927,02/02/2024,Oso panda,Llavero,Baja,Pequeño,2,46.0,3.5,Uruguay,Mujer,48
928,15/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,25.16,5.0,Panamá,Mujer,35
929,18/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,14.46,5.0,El Salvador,Mujer,30
930,01/06/2024,Oso navideño,Navidad,Media,Mediano,4,20.8,5.0,Uruguay,Hombre,64
931,08/02/2024,Gnomo,Otoño,Media,Mediano,5,6.72,5.0,Chile,Hombre,42
932,17/09/2024,Oso navideño,Navidad,Media,Mediano,4,48.6,5.0,Costa Rica,Mujer,36
933,14/04/2024,Cupido,Amor,Alta,Mediano,6,37.21,5.0,Francia,Mujer,65
934,03/10/2024,Cupido,Amor,Alta,Mediano,6,45.1,5.0,Noruega,Mujer,52
935,19/10/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,9.2,5.0,España,Mujer,36
936,01/12/2024,Oso corazón,Amor,Media,Mediano,4,16.59,5.0,Guatemala,Mujer,49
937,18/04/2024,Oso corazón,Amor,Media,Mediano,4,27.26,5.0,Uruguay,Mujer,57
938,09/02/2024,Gnomo,Otoño,Media,Mediano,5,42.7,5.0,Costa Rica,Hombre,69
939,06/01/2024,Oso corazón,Amor,Media,Mediano,4,24.53,5.0,México,Hombre,19
940,22/06/2024,Oso panda,Llavero,Baja,Pequeño,2,42.76,3.5,España,Mujer,35
941,21/04/2024,Papa Noel,Navidad,Alta,Grande,7,16.29,7.5,Bolivia,Mujer,29
942,01/08/2024,Oso navideño,Navidad,Media,Mediano,4,17.39,5.0,Reino Unido,Mujer,68
943,23/02/2024,Oso navideño,Navidad,Media,Mediano,4,20.55,5.0,Paraguay,Mujer,61
944,05/01/2024,Oso navideño,Navidad,Media,Mediano,4,28.8,5.0,Cuba,Hombre,34
945,05/10/2024,Oso navideño,Navidad,Media,Mediano,4,34.6,5.0,Argentina,Mujer,43
946,27/02/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,9.36,5.0,Venezuela,Mujer,62
947,27/04/2024,Oso navideño,Navidad,Media,Mediano,4,35.4,5.0,Paraguay,Hombre,59
948,08/03/2024,Papa Noel,Navidad,Alta,Grande,7,11.08,7.5,Reino Unido,Mujer,54
949,08/01/2024,Oso navideño,Navidad,Media,Mediano,4,9.61,5.0,Reino Unido,Mujer,38
950,08/08/2024,Oso panda,Llavero,Baja,Pequeño,2,32.16,3.5,Guatemala,Hombre,51
951,16/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,34.7,5.0,Bolivia,Mujer,23
952,08/04/2024,Oso navideño,Navidad,Media,Mediano,4,38.98,5.0,Ecuador,Mujer,67
953,05/11/2024,Oso corazón,Amor,Media,Mediano,4,24.38,5.0,Corea del Sur,Mujer,23
954,18/02/2024,Oso corazón,Amor,Media,Mediano,4,42.47,5.0,India,Hombre,44
955,25/07/2024,Oso corazón,Amor,Media,Mediano,4,11.82,5.0,Argentina,Mujer,51
956,24/02/2024,Oso corazón,Amor,Media,Mediano,4,12.53,5.0,Nicaragua,Hombre,64
957,22/03/2024,Gnomo,Otoño,Media,Mediano,5,46.53,5.0,Nigeria,Mujer,34
958,04/05/2024,Oso panda,Llavero,Baja,Pequeño,2,48.02,3.5,Panamá,Mujer,??
959,21/10/2024,Oso navideño,Navidad,Media,Mediano,4,44.62,5.0,Turquía,Mujer,69
960,25/06/2024,Oso navideño,Navidad,Media,Mediano,4,45.01,5.0,Colombia,Mujer,66
961,07/07/2024,Oso panda,Llavero,Baja,Pequeño,2,23.6,3.5,Panamá,Mujer,60
962,24/08/2024,Papa Noel,Navidad,Alta,Grande,7,32.75,7.5,Japón,Hombre,38
963,18/02/2024,Oso corazón,Amor,Media,Mediano,4,32.27,5.0,Colombia,Hombre,32
964,08/11/2024,Papa Noel,Navidad,Alta,Grande,7,39.0,7.5,Alemania,Mujer,38
965,08/04/2024,Oso panda,Llavero,Baja,Pequeño,2,38.07,3.5,Argentina,Mujer,35
966,08/06/2024,Rana,Llavero,Baja,Pequeño,1,29.87,3.5,México,Mujer,26
967,10/12/2024,Oso corazón,Amor,Media,Mediano,4,49.67,5.0,Panamá,Mujer,56
968,10/01/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,31.93,5.0,Argentina,Hombre,64
969,27/11/2024,Oso navideño,Navidad,Media,Mediano,4,42.31,5.0,Perú,Mujer,68
970,26/12/2024,Oso panda,Llavero,Baja,Pequeño,2,9.85,3.5,Perú,Mujer,22
971,23/12/2024,Oso corazón,Amor,Media,Mediano,4,35.0,5.0,Perú,Mujer,51
972,03/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,45.14,5.0,Estados Unidos,Hombre,58
973,08/07/2024,Oso corazón,Amor,Media,Mediano,4,30.54,5.0,Colombia,Mujer,48
974,04/06/2024,Oso corazón,Amor,Media,Mediano,4,20.43,5.0,Uruguay,Hombre,20
975,09/03/2024,Oso navideño,Navidad,Media,Mediano,4,7.45,5.0,Nicaragua,Hombre,36
976,01/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,9.82,5.0,República Dominicana,Mujer,24
977,20/12/2024,Oso navideño,Navidad,Media,Mediano,4,27.92,5.0,República Dominicana,Mujer,36
978,17/08/2024,Oso corazón,Amor,Media,Mediano,4,19.36,5.0,Ecuador,Hombre,N/A
979,21/04/2024,Oso panda,Llavero,Baja,Pequeño,2,23.85,3.5,Venezuela,Hombre,40
980,15/04/2024,Oso panda,Llavero,Baja,Pequeño,2,33.99,3.5,Perú,Mujer,29
981,21/11/2024,Oso corazón,Amor,Media,Mediano,4,16.08,5.0,Sudáfrica,Mujer,68
982,12/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,12.04,5.0,Brasil,Mujer,20
983,10/11/2024,Oso panda,Llavero,Baja,Pequeño,2,35.69,3.5,Ecuador,Hombre,49
984,17/12/2024,Oso panda,Llavero,Baja,Pequeño,2,49.75,3.5,India,Mujer,65
985,26/05/2024,Rana,Llavero,Baja,Pequeño,1,44.7,3.5,España,Mujer,70
986,24/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,33.8,5.0,Bolivia,Mujer,61
987,01/03/2024,Oso panda,Llavero,Baja,Pequeño,2,46.14,3.5,Costa Rica,Mujer,37
988,02/12/2024,Oso navideño,Navidad,Media,Mediano,4,8.48,5.0,México,Mujer,52
989,28/02/2024,Cupido,Amor,Alta,Mediano,6,22.74,5.0,El Salvador,Mujer,37
990,16/10/2024,Rana,Llavero,Baja,Pequeño,1,43.92,3.5,Cuba,Mujer,21
991,19/12/2024,Oso panda,Llavero,Baja,Pequeño,2,19.81,3.5,Panamá,Mujer,58
992,06/12/2024,Papa Noel,Navidad,Alta,Grande,7,41.59,7.5,México,Mujer,67
993,04/05/2024,Oso corazón,Amor,Media,Mediano,4,31.03,5.0,Costa Rica,Mujer,69
994,01/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.97,5.0,Japón,Mujer,43
995,26/07/2024,Oso navideño,Navidad,Media,Mediano,4,19.98,5.0,Nicaragua,Hombre,22
996,02/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,31.98,5.0,Estados Unidos,Mujer,41
997,14/09/2024,Oso navideño,Navidad,Media,Mediano,4,31.56,5.0,Cuba,Mujer,22
998,24/02/2024,Oso panda,Llavero,Baja,Pequeño,2,26.77,3.5,Costa Rica,Mujer,39
999,07/11/2024,Oso panda,Llavero,Baja,Pequeño,2,20.22,3.5,Cuba,Mujer,60
1000,07/06/2024,Oso navideño,Navidad,Media,Mediano,4,46.45,5.0,Chile,Hombre,50
1001,26/05/2024,Oso corazón,Amor,Media,Mediano,4,22.58,5.0,Honduras,Mujer,48
1002,16/01/2024,Oso navideño,Navidad,Media,Mediano,4,29.88,5.0,Bolivia,Hombre,19
1003,05/05/2024,Oso corazón,Amor,Media,Mediano,4,23.32,5.0,Costa Rica,Hombre,49
1004,04/07/2024,Oso panda,Llavero,Baja,Pequeño,2,41.26,3.5,Venezuela,Hombre,56
1005,20/10/2024,Oso panda,Llavero,Baja,Pequeño,2,16.37,3.5,Nicaragua,Mujer,62
1006,10/12/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,15.09,5.0,México,Mujer,20
1007,18/08/2024,Oso panda,Llavero,Baja,Pequeño,2,43.25,3.5,Paraguay,Mujer,61
1008,25/01/2024,Oso panda,Llavero,Baja,Pequeño,2,16.87,3.5,Colombia,Mujer,70
1009,08/12/2024,Oso corazón,Amor,Media,Mediano,4,24.45,5.0,Honduras,Mujer,26
1010,27/10/2024,Oso panda,Llavero,Baja,Pequeño,2,48.32,3.5,Noruega,Mujer,37
1011,20/06/2024,Oso navideño,Navidad,Media,Mediano,4,30.46,5.0,Guatemala,Mujer,66
1012,03/01/2024,Oso corazón,Amor,Media,Mediano,4,34.45,5.0,España,Hombre,62
1013,23/09/2024,Oso corazón,Amor,Media,Mediano,4,11.65,5.0,Corea del Sur,N/A,
1014,09/07/2024,Oso corazón,Amor,Media,Mediano,4,44.57,5.0,Japón,Mujer,31
1015,19/02/2024,Oso navideño,Navidad,Media,Mediano,4,27.15,5.0,Chile,Mujer,56
1016,17/12/2024,Oso corazón,Amor,Media,Mediano,4,16.49,5.0,México,Mujer,42
1017,20/08/2024,Oso panda,Llavero,Baja,Pequeño,2,43.9,3.5,Cuba,Hombre,29
1018,14/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,10.05,5.0,Cuba,Mujer,43
1019,18/02/2024,Oso panda,Llavero,Baja,Pequeño,2,15.31,3.5,Uruguay,Mujer,66
1020,13/05/2024,Oso panda,Llavero,Baja,Pequeño,2,48.01,3.5,Colombia,Mujer,29
1021,08/06/2024,Oso corazón,Amor,Media,Mediano,4,38.53,5.0,Cuba,Mujer,22
1022,11/03/2024,Oso navideño,Navidad,Media,Mediano,4,47.09,5.0,Chile,Mujer,38
1023,07/11/2024,Papa Noel,Navidad,Alta,Grande,7,45.47,7.5,Panamá,Mujer,56
1024,07/03/2024,Oso corazón,Amor,Media,Mediano,4,9.17,5.0,Guatemala,Mujer,64
1025,17/06/2024,Oso navideño,Navidad,Media,Mediano,4,25.18,5.0,Brasil,Mujer,65
1026,27/10/2024,Oso panda,Llavero,Baja,Pequeño,2,19.31,3.5,República Dominicana,Mujer,68
1027,20/05/2024,Oso corazón,Amor,Media,Mediano,4,22.0,5.0,Costa Rica,Mujer,32
1028,10/08/2024,Oso panda,Llavero,Baja,Pequeño,2,29.11,3.5,Chile,Mujer,63
1029,07/06/2024,Oso panda,Llavero,Baja,Pequeño,2,25.33,3.5,Colombia,Mujer,39
1030,24/06/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,47.72,5.0,Uruguay,Mujer,36
1031,26/02/2024,Oso panda,Llavero,Baja,Pequeño,2,36.28,3.5,Chile,Mujer,19
1032,20/05/2024,Oso panda,Llavero,Baja,Pequeño,2,21.52,3.5,Costa Rica,Hombre,39
1033,06/01/2024,Oso corazón,Amor,Media,Mediano,4,27.26,5.0,República Dominicana,Hombre,35
1034,28/11/2024,Oso panda,Llavero,Baja,Pequeño,2,19.91,3.5,Panamá,Mujer,67
1035,04/03/2024,Gnomo,Otoño,Media,Mediano,5,14.81,5.0,Panamá,Mujer,21
1036,23/09/2024,Oso panda,Llavero,Baja,Pequeño,2,26.76,3.5,Paraguay,Mujer,54
1037,17/12/2024,Oso corazón,Amor,Media,Mediano,4,42.78,5.0,Chile,Mujer,64
1038,19/11/2024,Oso panda,Llavero,Baja,Pequeño,2,48.37,3.5,Venezuela,Mujer,33
1039,08/08/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,32.44,5.0,Costa Rica,Mujer,31
1040,04/05/2024,Oso corazón,Amor,Media,Mediano,4,30.77,5.0,El Salvador,Mujer,25
1041,06/07/2024,Oso corazón,Amor,Media,Mediano,4,13.89,5.0,Guatemala,Mujer,60
1042,03/10/2024,Oso corazón,Amor,Media,Mediano,4,36.43,5.0,Costa Rica,Hombre,29
1043,02/10/2024,Oso navideño,Navidad,Media,Mediano,4,25.28,5.0,Ecuador,Mujer,37
1044,17/05/2024,Cupido,Amor,Alta,Mediano,6,15.23,5.0,El Salvador,Mujer,
1045,08/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,20.92,5.0,Uruguay,Hombre,70
1046,05/08/2024,Oso corazón,Amor,Media,Mediano,4,6.83,5.0,Alemania,Mujer,65
1047,04/10/2024,Oso navideño,Navidad,Media,Mediano,4,40.53,5.0,España,Hombre,31
1048,04/09/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,38.57,5.0,Egipto,Hombre,N/A
1049,09/06/2024,Oso corazón,Amor,Media,Mediano,4,37.9,5.0,Bolivia,Mujer,51
1050,21/06/2024,Papa Noel,Navidad,Alta,Grande,7,38.15,7.5,Chile,Mujer,32
1051,01/03/2024,Oso panda,Llavero,Baja,Pequeño,2,7.76,3.5,El Salvador,Mujer,32
1052,06/09/2024,Cupido,Amor,Alta,Mediano,6,42.11,5.0,Rusia,Mujer,18
1053,04/12/2024,Rana,Llavero,Baja,Pequeño,1,29.45,3.5,China,Mujer,54
1054,19/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,36.77,5.0,,Hombre,63
1055,03/07/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,30.57,5.0,España,Hombre,52
1056,21/12/2024,Oso corazón,Amor,Media,Mediano,4,13.82,5.0,Costa Rica,Mujer,29
1057,20/04/2024,Oso navideño,Navidad,Media,Mediano,4,38.05,5.0,Ecuador,Mujer,52
1058,01/01/2024,Oso navideño,Navidad,Media,Mediano,4,11.27,5.0,Argentina,Mujer,43
1059,20/08/2024,Oso corazón,Amor,Media,Mediano,4,10.42,5.0,Cuba,Hombre,63
1060,21/05/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,20.63,5.0,Panamá,Mujer,26
1061,25/11/2024,Oso panda,Llavero,Baja,Pequeño,2,11.54,3.5,Alemania,Hombre,50
1062,17/11/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,11.98,5.0,Guatemala,Hombre,60
1063,27/04/2024,Oso sombrero conejo,Pascua,Alta,Mediano,6,7.83,5.0,México,Mujer,18
1064,07/07/2024,Oso navideño,Navidad,Media,Mediano,4,24.82,5.0,Costa Rica,Hombre,61
1065,28/12/2024,Oso navideño,Navidad,Media,Mediano,4,33.18,5.0,República Dominicana,Mujer,35
1066,08/07/2024,Rana,Llavero,Baja,Pequeño,1,31.23,3.5,Honduras,Mujer,44
1067,20/08/2024,Oso navideño,Navidad,Media,Mediano,4,9.44,5.0,España,Mujer,23
